Format Version,1.23,Take Name,Take 2019-05-30 01.08.46 PM_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-05-30 01.17.24.067 PM,Total Frames in Take,25912,Total Exported Frames,25912,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
2887,24.058333,0.083848,0.466954,-0.040861,-0.879349,-44.048008,22.534260,489.714111
2888,24.066667,0.090579,0.467686,-0.039749,-0.878343,-43.910114,22.550655,489.644440
2889,24.075000,0.094220,0.466168,-0.035590,-0.878945,-43.729237,22.561037,489.663635
2890,24.083333,0.091468,0.463282,-0.032364,-0.880883,-43.612133,22.674015,489.681488
2891,24.091667,0.089314,0.460867,-0.030388,-0.882440,-43.569023,22.753250,489.717102
2892,24.100000,0.089573,0.456024,-0.032458,-0.884853,-43.576256,22.905830,489.743134
2893,24.108333,0.089386,0.452951,-0.033907,-0.886395,-43.615334,22.976702,489.705475
2894,24.116667,0.092519,0.447242,-0.034245,-0.888956,-43.641724,23.080967,489.663208
2895,24.125000,0.092279,0.441928,-0.036477,-0.891546,-43.680164,23.115313,489.563995
2896,24.133333,0.094694,0.437053,-0.035179,-0.893745,-43.726078,23.108406,489.425751
2897,24.141667,0.095928,0.433130,-0.036599,-0.895465,-43.760902,23.082251,489.320801
2898,24.150000,0.100092,0.425432,-0.037427,-0.898659,-43.733807,23.083635,489.157623
2899,24.158333,0.103119,0.419047,-0.038848,-0.901253,-43.752373,23.055883,489.031738
2900,24.166667,0.107132,0.408825,-0.046507,-0.905109,-43.731030,23.063080,488.873627
2901,24.175000,0.110848,0.404092,-0.046812,-0.906770,-43.709930,23.029058,488.794983
2902,24.183333,0.113016,0.401112,-0.045857,-0.907873,-43.660400,23.003122,488.762726
2903,24.191667,0.119406,0.398379,-0.040971,-0.908492,-43.541908,23.005526,488.793457
2904,24.200000,0.120817,0.395233,-0.038280,-0.909796,-43.431866,23.008678,488.834320
2905,24.208333,0.121201,0.391348,-0.034781,-0.911563,-43.326271,23.044550,488.909149
2906,24.216667,0.122732,0.385575,-0.032248,-0.913908,-43.187450,23.101164,488.961212
2907,24.225000,0.121830,0.381880,-0.031564,-0.915603,-43.113899,23.163813,489.039368
2908,24.233333,0.126548,0.373267,-0.029537,-0.918578,-43.035007,23.266758,489.085236
2909,24.241667,0.126256,0.366155,-0.030135,-0.921456,-43.015438,23.372946,489.135925
2910,24.250000,0.125388,0.359949,-0.031663,-0.923966,-43.033253,23.462837,489.173309
2911,24.258333,0.126054,0.351310,-0.037093,-0.926993,-43.058060,23.557034,489.193359
2912,24.266667,0.124917,0.348742,-0.036479,-0.928140,-43.077267,23.621992,489.296051
2913,24.275000,0.122152,0.343194,-0.039917,-0.930432,-43.062595,23.690536,489.361633
2914,24.283333,0.120759,0.339275,-0.038213,-0.932121,-43.004543,23.759422,489.457947
2915,24.291667,0.124504,0.331715,-0.040840,-0.934236,-42.839657,23.860764,489.542480
2916,24.300000,0.121136,0.329428,-0.038449,-0.935588,-42.665581,23.891916,489.643005
2917,24.308333,0.124476,0.328166,-0.034977,-0.935729,-42.467594,23.901026,489.786011
2918,24.316667,0.124690,0.326557,-0.031697,-0.936380,-42.291893,23.973333,489.933014
2919,24.325000,0.125463,0.327263,-0.027506,-0.936163,-42.087063,24.028008,490.103577
2920,24.333333,0.128298,0.324809,-0.026726,-0.936656,-41.840107,24.117596,490.319733
2921,24.341667,0.127066,0.324503,-0.023829,-0.937008,-41.713505,24.194336,490.502502
2922,24.350000,0.124729,0.323347,-0.024863,-0.937695,-41.640453,24.260893,490.720459
2923,24.358333,0.121038,0.322159,-0.023551,-0.938621,-41.588737,24.327621,490.867706
2924,24.366667,0.119880,0.322303,-0.023081,-0.938732,-41.584641,24.351206,491.022064
2925,24.375000,0.117428,0.322234,-0.023867,-0.939046,-41.587040,24.372328,491.146362
2926,24.383333,0.115315,0.323104,-0.023793,-0.939010,-41.618938,24.345066,491.231873
2927,24.391667,0.112638,0.324312,-0.026449,-0.938848,-41.725510,24.316071,491.250122
2928,24.400000,0.111047,0.325101,-0.028354,-0.938709,-41.809055,24.262526,491.274414
2929,24.408333,0.108111,0.324079,-0.035345,-0.939167,-41.881840,24.163883,491.316467
2930,24.416667,0.107708,0.324738,-0.038036,-0.938881,-42.033794,24.087296,491.346375
2931,24.425000,0.104585,0.326198,-0.036661,-0.938783,-42.227463,23.988668,491.371094
2932,24.433333,0.102378,0.326432,-0.040798,-0.938774,-42.392872,23.912693,491.403351
2933,24.441667,0.099697,0.326664,-0.043716,-0.938850,-42.545532,23.875982,491.403961
2934,24.450000,0.098347,0.326534,-0.046200,-0.938919,-42.666035,23.767014,491.429565
2935,24.458333,0.097883,0.325309,-0.047666,-0.939319,-42.757206,23.725426,491.452301
2936,24.466667,0.097723,0.325013,-0.048824,-0.939379,-42.832016,23.692480,491.473633
2937,24.475000,0.097380,0.323378,-0.051576,-0.939832,-42.933186,23.662163,491.515961
2938,24.483333,0.097010,0.324434,-0.051110,-0.939532,-43.033855,23.633211,491.589417
2939,24.491667,0.096087,0.324525,-0.052484,-0.939519,-43.137066,23.630465,491.623260
2940,24.500000,0.094907,0.323696,-0.053257,-0.939882,-43.264111,23.641132,491.671600
2941,24.508333,0.091710,0.323093,-0.057266,-0.940171,-43.394310,23.615103,491.714813
2942,24.516667,0.086507,0.324225,-0.060261,-0.940087,-43.561108,23.548544,491.747681
2943,24.525000,0.082261,0.324122,-0.062911,-0.940330,-43.709740,23.475929,491.768494
2944,24.533333,0.085824,0.323106,-0.067452,-0.940046,-43.865013,23.455086,491.801300
2945,24.541667,0.081110,0.323495,-0.073160,-0.939904,-44.052883,23.343351,491.766541
2946,24.550000,0.073986,0.320772,-0.078072,-0.941029,-44.253284,23.289404,491.734741
2947,24.558333,0.072072,0.322553,-0.077354,-0.940628,-44.404724,23.162682,491.768250
2948,24.566667,0.078141,0.324183,-0.079780,-0.939380,-44.497486,23.108730,491.828857
2949,24.575000,0.076803,0.323301,-0.085578,-0.939284,-44.630348,23.063623,491.829163
2950,24.583333,0.074792,0.324088,-0.089305,-0.938828,-44.754696,23.025097,491.868256
2951,24.591667,0.073440,0.324231,-0.090381,-0.938783,-44.878284,23.001690,491.929565
2952,24.600000,0.071151,0.324797,-0.090193,-0.938781,-44.989017,22.967352,491.988708
2953,24.608333,0.065152,0.325058,-0.090824,-0.939065,-45.143288,22.909834,492.060333
2954,24.616667,0.064721,0.322742,-0.092994,-0.939681,-45.219402,22.907179,492.154266
2955,24.625000,0.063069,0.323672,-0.091074,-0.939662,-45.338638,22.834446,492.262695
2956,24.633333,0.061856,0.323281,-0.092445,-0.939743,-45.441444,22.818848,492.330353
2957,24.641667,0.061034,0.322827,-0.094615,-0.939737,-45.526268,22.804781,492.388580
2958,24.650000,0.057078,0.324550,-0.097695,-0.939077,-45.626053,22.753473,492.433746
2959,24.658333,0.056097,0.325098,-0.100418,-0.938659,-45.689156,22.697308,492.465973
2960,24.666667,0.054980,0.325988,-0.102552,-0.938186,-45.749401,22.633532,492.487488
2961,24.675000,0.052359,0.327280,-0.105534,-0.937555,-45.827110,22.554083,492.505890
2962,24.683333,0.049798,0.327489,-0.110701,-0.937025,-45.928596,22.474695,492.523346
2963,24.691667,0.047754,0.328660,-0.113769,-0.936354,-46.028870,22.380573,492.577942
2964,24.700000,0.042889,0.328819,-0.113239,-0.936598,-46.162273,22.307632,492.621338
2965,24.708333,0.038552,0.330555,-0.113802,-0.936107,-46.291458,22.192535,492.677979
2966,24.716667,0.037554,0.331956,-0.117918,-0.935142,-46.388298,22.092522,492.742004
2967,24.725000,0.036456,0.334059,-0.119414,-0.934246,-46.458469,21.992502,492.790039
2968,24.733333,0.034809,0.335918,-0.121433,-0.933382,-46.516434,21.907928,492.830902
2969,24.741667,0.033638,0.337987,-0.119278,-0.932956,-46.570618,21.776644,492.891083
2970,24.750000,0.031352,0.338482,-0.122453,-0.932444,-46.643005,21.671850,492.928711
2971,24.758333,0.029130,0.340234,-0.122854,-0.931826,-46.690865,21.503077,493.031555
2972,24.766667,0.026289,0.340155,-0.123966,-0.931792,-46.808266,21.369194,493.074646
2973,24.775000,0.024876,0.340261,-0.124476,-0.931724,-46.848537,21.244551,493.149628
2974,24.783333,0.023174,0.340463,-0.126402,-0.931435,-46.914181,21.135475,493.199677
2975,24.791667,0.020672,0.341689,-0.127396,-0.930909,-46.965881,21.028709,493.272980
2976,24.800000,0.017856,0.342604,-0.128892,-0.930425,-47.010048,20.922092,493.355560
2977,24.808333,0.012877,0.342754,-0.128626,-0.930489,-47.040009,20.783817,493.415894
2978,24.816667,0.007705,0.343154,-0.130982,-0.930070,-47.088528,20.633272,493.495605
2979,24.825000,0.002778,0.345369,-0.129860,-0.929435,-47.183151,20.438782,493.579041
2980,24.833333,-0.000797,0.345957,-0.133590,-0.928691,-47.278801,20.245586,493.673218
2981,24.841667,-0.004689,0.346541,-0.137271,-0.927924,-47.385616,20.044724,493.757782
2982,24.850000,-0.009239,0.348259,-0.140990,-0.926689,-47.504471,19.842213,493.832123
2983,24.858333,-0.010197,0.349449,-0.143230,-0.925887,-47.608360,19.648783,493.903625
2984,24.866667,-0.014210,0.348970,-0.142004,-0.926203,-47.722824,19.423237,493.949066
2985,24.875000,-0.012236,0.349347,-0.146036,-0.925463,-47.799824,19.223864,494.003448
2986,24.883333,-0.013848,0.350120,-0.148436,-0.924765,-47.893547,19.048498,494.020660
2987,24.891667,-0.015757,0.349598,-0.150383,-0.924618,-47.979187,18.869017,494.036011
2988,24.900000,-0.013814,0.346607,-0.151049,-0.925666,-48.048458,18.700718,494.058044
2989,24.908333,-0.016389,0.344735,-0.154355,-0.925777,-48.124466,18.520426,494.060852
2990,24.916667,-0.017808,0.344144,-0.156662,-0.925583,-48.192417,18.374058,494.063477
2991,24.925000,-0.019185,0.342941,-0.159695,-0.925484,-48.277164,18.234901,494.090424
2992,24.933333,-0.020480,0.340425,-0.162485,-0.925900,-48.356800,18.115551,494.138519
2993,24.941667,-0.023981,0.338133,-0.165285,-0.926160,-48.448925,17.967987,494.181763
2994,24.950000,-0.027198,0.335852,-0.166670,-0.926652,-48.569111,17.820028,494.222656
2995,24.958333,-0.029577,0.331994,-0.170475,-0.927278,-48.678360,17.703550,494.295227
2996,24.966667,-0.032442,0.327657,-0.173752,-0.928115,-48.806179,17.617949,494.402740
2997,24.975000,-0.037500,0.325227,-0.175359,-0.928478,-48.915909,17.584955,494.543182
2998,24.983333,-0.041578,0.322270,-0.176425,-0.929133,-49.000687,17.571974,494.728333
2999,24.991667,-0.042138,0.318559,-0.176917,-0.930293,-49.036564,17.622744,494.954865
3000,25.000000,-0.047850,0.315460,-0.175774,-0.931289,-49.030560,17.647644,495.188049
3001,25.008333,-0.052230,0.311552,-0.173569,-0.932782,-48.987759,17.701353,495.453308
3002,25.016667,-0.054684,0.309697,-0.172024,-0.933545,-48.914753,17.774813,495.694336
3003,25.025000,-0.059263,0.308335,-0.168567,-0.934346,-48.816483,17.812235,495.882843
3004,25.033333,-0.061361,0.306301,-0.165335,-0.935456,-48.665817,17.858501,496.070618
3005,25.041667,-0.060560,0.304584,-0.165598,-0.936023,-48.510124,17.861422,496.193207
3006,25.050000,-0.061951,0.302802,-0.163815,-0.936823,-48.368160,17.867188,496.250214
3007,25.058333,-0.062704,0.300678,-0.162734,-0.937645,-48.244671,17.876869,496.291931
3008,25.066667,-0.062002,0.298492,-0.162495,-0.938432,-48.121113,17.900988,496.303558
3009,25.075000,-0.059480,0.296563,-0.160919,-0.939477,-48.009567,17.903715,496.282867
3010,25.083333,-0.056086,0.293652,-0.160556,-0.940662,-47.886517,17.920195,496.242950
3011,25.091667,-0.056246,0.291740,-0.157191,-0.941815,-47.815689,17.906874,496.226654
3012,25.100000,-0.049608,0.285663,-0.158849,-0.943770,-47.674500,18.035551,496.198273
3013,25.108333,-0.045685,0.281736,-0.156873,-0.945478,-47.560928,18.150366,496.218445
3014,25.116667,-0.045123,0.278794,-0.155497,-0.946604,-47.450508,18.274952,496.231995
3015,25.125000,-0.042582,0.274741,-0.154825,-0.948016,-47.357674,18.428867,496.282898
3016,25.133333,-0.039835,0.272232,-0.152888,-0.949172,-47.263943,18.558416,496.337311
3017,25.141667,-0.038474,0.270827,-0.150138,-0.950069,-47.172825,18.661568,496.363586
3018,25.150000,-0.038213,0.270557,-0.146080,-0.950789,-47.076214,18.789295,496.428009
3019,25.158333,-0.038721,0.271453,-0.143153,-0.950958,-46.959877,18.920488,496.453583
3020,25.166667,-0.035412,0.271169,-0.143209,-0.951160,-46.840191,19.070225,496.430725
3021,25.175000,-0.032932,0.269950,-0.140829,-0.951950,-46.706947,19.184023,496.381378
3022,25.183333,-0.029790,0.271168,-0.138739,-0.952015,-46.583973,19.291698,496.256775
3023,25.191667,-0.025492,0.269624,-0.136596,-0.952888,-46.449402,19.387075,496.113586
3024,25.200000,-0.024143,0.271777,-0.134777,-0.952570,-46.309807,19.442419,495.930298
3025,25.208333,-0.019457,0.271972,-0.132425,-0.952951,-46.172508,19.477165,495.709320
3026,25.216667,-0.016580,0.272812,-0.139201,-0.951799,-46.047508,19.569788,495.436707
3027,25.225000,-0.009483,0.275258,-0.136062,-0.951646,-45.888313,19.556145,495.182892
3028,25.233333,-0.004970,0.277008,-0.134096,-0.951451,-45.697819,19.549160,494.928223
3029,25.241667,0.001639,0.278953,-0.129289,-0.951560,-45.501682,19.571985,494.671875
3030,25.250000,0.005155,0.281884,-0.122751,-0.951550,-45.327644,19.616039,494.453003
3031,25.258333,0.008155,0.283983,-0.120223,-0.951227,-45.178959,19.659452,494.244049
3032,25.266667,0.016226,0.283859,-0.119156,-0.951295,-45.026260,19.686069,494.045593
3033,25.275000,0.020500,0.284647,-0.126919,-0.949972,-44.891552,19.802471,493.839539
3034,25.283333,0.024758,0.286092,-0.124489,-0.949758,-44.739502,19.867662,493.652954
3035,25.291667,0.029409,0.288839,-0.122353,-0.949072,-44.585777,19.903278,493.472473
3036,25.300000,0.031610,0.291200,-0.116866,-0.948971,-44.411964,19.921318,493.288910
3037,25.308333,0.036852,0.291152,-0.110760,-0.949529,-44.247288,19.937328,493.080078
3038,25.316667,0.040815,0.290626,-0.111801,-0.949406,-44.127838,20.030687,492.915161
3039,25.325000,0.042024,0.293145,-0.112656,-0.948477,-43.984806,20.071558,492.727600
3040,25.333333,0.047388,0.290855,-0.110034,-0.949237,-43.791958,20.118484,492.559326
3041,25.341667,0.051215,0.290647,-0.108535,-0.949274,-43.627747,20.161371,492.389343
3042,25.350000,0.050517,0.290195,-0.102887,-0.950079,-43.455036,20.271412,492.255005
3043,25.358333,0.055419,0.289402,-0.102686,-0.950069,-43.306522,20.351372,492.104065
3044,25.366667,0.058712,0.288795,-0.097574,-0.950595,-43.100651,20.386963,492.033051
3045,25.375000,0.060128,0.287754,-0.095422,-0.951040,-42.926826,20.463999,491.982422
3046,25.383333,0.061811,0.285756,-0.094162,-0.951660,-42.780624,20.549646,491.952515
3047,25.391667,0.067660,0.281196,-0.091982,-0.952833,-42.642864,20.667189,491.959381
3048,25.400000,0.066448,0.279914,-0.092079,-0.953286,-42.562138,20.771139,491.948425
3049,25.408333,0.067974,0.277365,-0.089724,-0.954148,-42.466484,20.866371,491.971008
3050,25.416667,0.066617,0.275941,-0.087986,-0.954818,-42.406605,20.922153,492.004028
3051,25.425000,0.071130,0.273951,-0.086792,-0.955175,-42.311932,20.954306,492.077820
3052,25.433333,0.073249,0.271662,-0.084239,-0.955897,-42.221870,21.004416,492.143951
3053,25.441667,0.072157,0.270997,-0.083818,-0.956205,-42.159176,21.019707,492.228027
3054,25.450000,0.068515,0.269785,-0.086645,-0.956564,-42.104836,21.044088,492.316864
3055,25.458333,0.066799,0.267720,-0.085156,-0.957399,-42.057915,21.045259,492.431732
3056,25.466667,0.063107,0.266782,-0.085877,-0.957847,-41.998241,21.020199,492.536560
3057,25.475000,0.059263,0.267553,-0.084812,-0.957972,-41.960411,20.980320,492.621948
3058,25.483333,0.062867,0.264111,-0.085242,-0.958659,-41.909912,20.994061,492.743774
3059,25.491667,0.061615,0.261636,-0.083133,-0.959604,-41.898342,20.999414,492.846954
3060,25.500000,0.061946,0.258577,-0.084555,-0.960287,-41.879768,20.956028,492.976990
3061,25.508333,0.059543,0.255218,-0.087749,-0.961051,-41.893421,20.911060,493.067841
3062,25.516667,0.057539,0.253449,-0.083742,-0.961998,-41.896912,20.942026,493.189636
3063,25.525000,0.057252,0.250498,-0.083096,-0.962844,-41.863903,20.938671,493.320557
3064,25.533333,0.058664,0.247399,-0.082471,-0.963614,-41.817570,20.948587,493.466431
3065,25.541667,0.056723,0.243980,-0.084462,-0.964429,-41.789158,20.964878,493.608917
3066,25.550000,0.058703,0.240468,-0.083857,-0.965245,-41.751175,20.956902,493.798462
3067,25.558333,0.056785,0.239059,-0.082337,-0.965840,-41.726135,20.961103,493.957764
3068,25.566667,0.055023,0.236822,-0.080573,-0.966642,-41.708260,20.985245,494.125793
3069,25.575000,0.055262,0.235206,-0.084852,-0.966656,-41.709499,21.037939,494.285248
3070,25.583333,0.053471,0.231794,-0.085293,-0.967542,-41.690125,21.034470,494.474976
3071,25.591667,0.050285,0.232300,-0.084726,-0.967641,-41.697090,20.994162,494.636200
3072,25.600000,0.048277,0.230133,-0.084993,-0.968238,-41.628204,21.012636,494.791901
3073,25.608333,0.039445,0.229309,-0.083493,-0.968964,-41.601864,20.991249,494.907990
3074,25.616667,0.036497,0.227981,-0.084331,-0.969320,-41.554054,20.959141,495.022736
3075,25.625000,0.036697,0.228671,-0.084929,-0.969098,-41.533653,20.951971,495.175598
3076,25.633333,0.035564,0.231307,-0.079982,-0.968935,-41.522015,20.888933,495.345306
3077,25.641667,0.033928,0.230819,-0.082570,-0.968893,-41.548302,20.904531,495.480591
3078,25.650000,0.030783,0.229109,-0.083258,-0.969345,-41.602436,20.897955,495.580292
3079,25.658333,0.029047,0.229225,-0.084087,-0.969299,-41.637650,20.855858,495.674225
3080,25.666667,0.029143,0.229274,-0.084243,-0.969272,-41.671188,20.817879,495.750946
3081,25.675000,0.029260,0.230222,-0.085139,-0.968965,-41.721951,20.769388,495.780945
3082,25.683333,0.027719,0.230865,-0.084277,-0.968933,-41.809139,20.723801,495.854614
3083,25.691667,0.027984,0.231407,-0.085537,-0.968685,-41.885719,20.695179,495.888794
3084,25.700000,0.027314,0.231267,-0.087539,-0.968559,-41.965481,20.686152,495.916138
3085,25.708333,0.021328,0.230815,-0.088986,-0.968685,-42.060314,20.672108,495.908447
3086,25.716667,0.026554,0.232621,-0.090817,-0.967954,-42.093163,20.606674,495.914734
3087,25.725000,0.028342,0.232781,-0.093532,-0.967606,-42.108765,20.545656,495.902100
3088,25.733333,0.028030,0.234455,-0.089629,-0.967580,-42.108738,20.453136,495.892395
3089,25.741667,0.027824,0.233479,-0.094398,-0.967369,-42.152641,20.435646,495.821716
3090,25.750000,0.027956,0.235679,-0.089894,-0.967261,-42.138027,20.353928,495.793915
3091,25.758333,0.027744,0.236692,-0.092352,-0.966788,-42.154728,20.322086,495.745087
3092,25.766667,0.028482,0.237489,-0.094175,-0.966395,-42.178375,20.279423,495.708130
3093,25.775000,0.028865,0.238176,-0.093744,-0.966256,-42.215614,20.249800,495.656921
3094,25.783333,0.029089,0.238683,-0.094571,-0.966044,-42.244850,20.224737,495.628967
3095,25.791667,0.029214,0.238928,-0.095113,-0.965926,-42.271717,20.202208,495.600525
3096,25.800000,0.029715,0.239395,-0.095391,-0.965768,-42.285957,20.186428,495.580872
3097,25.808333,0.030035,0.239424,-0.096106,-0.965680,-42.291458,20.186375,495.554749
3098,25.816667,0.029449,0.239729,-0.095963,-0.965637,-42.304760,20.194956,495.538269
3099,25.825000,0.029870,0.240375,-0.095341,-0.965525,-42.325184,20.205030,495.531372
3100,25.833333,0.029876,0.241248,-0.094945,-0.965346,-42.359978,20.207174,495.527039
3101,25.841667,0.030090,0.241941,-0.095162,-0.965144,-42.398544,20.228724,495.529114
3102,25.850000,0.027789,0.242953,-0.093929,-0.965080,-42.460072,20.250639,495.511139
3103,25.858333,0.028302,0.243028,-0.094889,-0.964952,-42.491322,20.267746,495.479858
3104,25.866667,0.028762,0.243023,-0.095336,-0.964896,-42.511131,20.278034,495.431183
3105,25.875000,0.028727,0.242765,-0.095152,-0.964980,-42.511497,20.282166,495.351349
3106,25.883333,0.031462,0.243119,-0.095327,-0.964788,-42.496017,20.289631,495.266541
3107,25.891667,0.031314,0.243561,-0.095952,-0.964619,-42.475285,20.252001,495.157013
3108,25.900000,0.034549,0.243141,-0.097269,-0.964483,-42.428757,20.229935,495.057098
3109,25.908333,0.037100,0.243158,-0.096753,-0.964436,-42.401333,20.207279,494.947906
3110,25.916667,0.040057,0.241502,-0.100906,-0.964308,-42.393707,20.224234,494.811676
3111,25.925000,0.042316,0.241513,-0.101788,-0.964116,-42.357712,20.225679,494.713684
3112,25.933333,0.043708,0.241339,-0.102450,-0.964028,-42.320827,20.225765,494.636780
3113,25.941667,0.045529,0.242472,-0.102624,-0.963640,-42.264748,20.262684,494.556274
3114,25.950000,0.044750,0.242798,-0.101227,-0.963743,-42.214588,20.281832,494.475372
3115,25.958333,0.045040,0.243710,-0.096738,-0.963960,-42.145927,20.282930,494.434296
3116,25.966667,0.047551,0.243075,-0.096081,-0.964065,-42.050510,20.326767,494.395294
3117,25.975000,0.050466,0.243194,-0.092109,-0.964275,-41.946018,20.352818,494.346893
3118,25.983333,0.046118,0.244063,-0.091857,-0.964297,-41.894775,20.393238,494.280334
3119,25.991667,0.046557,0.244393,-0.086141,-0.964720,-41.816540,20.463305,494.249115
3120,26.000000,0.053081,0.242268,-0.087135,-0.964830,-41.754539,20.555382,494.238708
3121,26.008333,0.053863,0.241456,-0.085681,-0.965120,-41.716461,20.616766,494.192596
3122,26.016667,0.055408,0.241738,-0.083787,-0.965128,-41.678585,20.698090,494.132233
3123,26.025000,0.056212,0.239886,-0.083909,-0.965533,-41.597946,20.744780,494.043030
3124,26.033333,0.056897,0.240256,-0.083896,-0.965402,-41.523983,20.770607,493.935883
3125,26.041667,0.058216,0.240026,-0.089450,-0.964882,-41.494308,20.808960,493.790436
3126,26.050000,0.061760,0.238003,-0.090926,-0.965025,-41.351418,20.816090,493.657593
3127,26.058333,0.062590,0.238086,-0.088991,-0.965131,-41.283669,20.821598,493.523010
3128,26.066667,0.061830,0.238866,-0.088126,-0.965067,-41.232285,20.808186,493.395935
3129,26.075000,0.065001,0.237910,-0.088250,-0.965083,-41.171951,20.831549,493.272064
3130,26.083333,0.068232,0.237624,-0.085112,-0.965212,-41.094494,20.878237,493.174164
3131,26.091667,0.067711,0.239898,-0.082745,-0.964892,-41.027344,20.893448,493.098206
3132,26.100000,0.070873,0.239332,-0.082048,-0.964865,-40.947021,20.945244,493.014282
3133,26.108333,0.071547,0.240286,-0.080952,-0.964671,-40.870655,20.979223,492.944580
3134,26.116667,0.071051,0.241080,-0.083624,-0.964282,-40.796818,21.024799,492.896790
3135,26.125000,0.071474,0.241269,-0.086383,-0.963960,-40.724129,21.104126,492.872864
3136,26.133333,0.070487,0.241322,-0.089139,-0.963768,-40.670021,21.151213,492.855499
3137,26.141667,0.070332,0.240425,-0.091349,-0.963797,-40.658978,21.221069,492.836609
3138,26.150000,0.069613,0.238870,-0.090791,-0.964288,-40.632229,21.312275,492.828522
3139,26.158333,0.069179,0.237880,-0.090331,-0.964608,-40.603474,21.406300,492.824951
3140,26.166667,0.066931,0.237279,-0.092224,-0.964735,-40.548626,21.490370,492.823639
3141,26.175000,0.065197,0.239440,-0.086784,-0.964825,-40.428047,21.542271,492.859161
3142,26.183333,0.060709,0.240214,-0.094146,-0.964234,-40.361294,21.711699,492.906097
3143,26.191667,0.053686,0.244447,-0.093245,-0.963675,-40.239101,21.799526,493.018860
3144,26.200000,0.048183,0.246494,-0.098480,-0.962923,-40.186520,21.996538,493.102264
3145,26.208333,0.039922,0.250762,-0.096323,-0.962417,-40.050991,22.145365,493.246033
3146,26.216667,0.032484,0.253281,-0.096406,-0.962029,-39.942764,22.311501,493.342926
3147,26.225000,0.026822,0.255010,-0.099362,-0.961446,-39.806316,22.449116,493.407532
3148,26.233333,0.025543,0.257137,-0.099414,-0.960908,-39.610813,22.538410,493.540131
3149,26.241667,0.019326,0.258905,-0.098182,-0.960706,-39.485329,22.602261,493.553345
3150,26.250000,0.017013,0.258995,-0.099779,-0.960560,-39.326435,22.639175,493.568695
3151,26.258333,0.014380,0.258158,-0.106483,-0.960109,-39.171036,22.735954,493.553864
3152,26.266667,0.010240,0.257215,-0.108095,-0.960235,-39.010250,22.809359,493.526733
3153,26.275000,0.007098,0.256835,-0.107402,-0.960443,-38.824471,22.862488,493.460327
3154,26.283333,0.000976,0.257185,-0.109694,-0.960116,-38.654587,22.952957,493.449310
3155,26.291667,-0.003672,0.255762,-0.116226,-0.959721,-38.468861,23.078766,493.397156
3156,26.300000,-0.004838,0.257067,-0.116039,-0.959390,-38.278927,23.186300,493.397675
3157,26.308333,-0.008603,0.253665,-0.118343,-0.959987,-38.046585,23.331781,493.379639
3158,26.316667,-0.014923,0.252404,-0.121104,-0.959898,-37.813847,23.478979,493.395233
3159,26.325000,-0.019777,0.252820,-0.125671,-0.959113,-37.589996,23.653419,493.365143
3160,26.333333,-0.023397,0.252928,-0.126257,-0.958926,-37.304237,23.818150,493.398193
3161,26.341667,-0.029217,0.252712,-0.128249,-0.958559,-36.985909,23.993843,493.372192
3162,26.350000,-0.034440,0.253312,-0.126690,-0.958434,-36.675339,24.143412,493.393890
3163,26.358333,-0.058186,0.248741,-0.126881,-0.958459,-36.271294,24.158604,493.362579
3164,26.366667,-0.041325,0.251927,-0.128036,-0.958349,-35.998550,24.403698,493.444305
3165,26.375000,-0.045172,0.254816,-0.121552,-0.958255,-35.653728,24.420622,493.460999
3166,26.383333,-0.051780,0.253899,-0.130374,-0.957004,-35.341713,24.528315,493.407837
3167,26.391667,-0.053353,0.255511,-0.127735,-0.956845,-35.014091,24.558607,493.361267
3168,26.400000,-0.057398,0.255410,-0.124687,-0.957039,-34.682148,24.580414,493.352844
3169,26.408333,-0.059899,0.252938,-0.128640,-0.957020,-34.361950,24.705185,493.322388
3170,26.416667,-0.063196,0.252068,-0.128263,-0.957088,-34.086235,24.796537,493.302338
3171,26.425000,-0.067781,0.253906,-0.123615,-0.956900,-33.810471,24.856331,493.357422
3172,26.433333,-0.074474,0.253835,-0.132263,-0.955263,-33.621681,25.041422,493.419464
3173,26.441667,-0.079116,0.256615,-0.128734,-0.954629,-33.397011,25.193714,493.588959
3174,26.450000,-0.083841,0.257873,-0.133352,-0.953252,-33.305344,25.398170,493.729340
3175,26.458333,-0.092927,0.261197,-0.132312,-0.951648,-33.185745,25.574593,493.894714
3176,26.466667,-0.101864,0.266309,-0.129135,-0.949751,-33.023991,25.746881,494.105438
3177,26.475000,-0.109771,0.268426,-0.128592,-0.948347,-32.915695,25.956768,494.340454
3178,26.483333,-0.115367,0.269570,-0.130278,-0.947127,-32.863953,26.166470,494.557770
3179,26.491667,-0.123666,0.271473,-0.132288,-0.945256,-32.817955,26.408684,494.745209
